duration_time,team_1_result,team_1_kills,team_1_deaths,team_1_assits,team_2_result,team_2_kills,team_2_deaths,team_2_assits
1296,0,11,23,12,1,23,11,44
1365,1,23,8,32,0,8,23,13
1255,0,8,30,8,1,30,8,40
1451,1,28,15,37,0,15,28,10
1863,0,18,37,15,1,37,18,43
2018,1,45,31,68,0,31,45,41
1587,1,28,27,41,0,26,28,40
1988,1,41,24,72,0,24,41,40
1140,0,10,23,15,1,23,10,33
1538,1,39,24,71,0,24,39,19
1375,0,12,32,12,1,32,12,45
1581,0,8,27,14,1,26,9,35
1653,1,27,18,61,0,18,27,36
1862,0,24,36,37,1,36,24,62
959,0,2,17,5,1,17,2,24
2499,0,40,38,68,1,38,40,89
1617,0,14,30,11,1,30,14,44
1598,0,11,25,18,1,25,11,44
965,0,6,18,13,1,18,6,23
1967,1,33,27,66,0,27,33,50
1412,1,33,19,42,0,19,33,24
1438,0,12,23,24,1,23,12,32
1614,1,24,19,45,0,19,24,18
1997,1,31,27,62,0,27,31,60
797,0,2,13,2,1,13,2,15
976,0,10,27,17,1,27,10,37
2114,1,47,42,108,0,42,47,74
1740,1,24,14,38,0,14,24,20
1438,0,11,22,15,1,22,11,27
2480,1,33,31,70,0,31,33,76
1246,1,19,14,22,0,14,19,16
925,0,6,16,9,1,16,6,25
1711,0,21,36,28,1,36,21,46
1974,1,33,22,64,0,22,33,37
2227,1,39,22,92,0,22,39,20
1543,0,27,25,29,1,25,27,54
1416,0,23,37,38,1,37,23,56
1460,0,17,25,16,1,25,17,50
1747,0,19,36,28,1,36,19,40
1289,0,13,34,13,1,33,13,43
1687,0,13,36,21,1,36,13,54
1176,0,11,28,12,1,28,11,37
2134,1,41,27,46,0,27,42,49
1967,0,24,40,48,1,40,24,80
1918,1,39,30,70,0,30,39,45
2324,1,50,23,76,0,22,50,33
2207,1,42,33,60,0,33,42,43
1383,1,43,16,55,0,16,43,17
1256,1,19,7,32,0,7,19,9
1473,1,25,18,44,0,18,25,29
1484,0,12,32,17,1,32,12,47
1824,0,26,39,38,1,39,26,65
1878,1,35,25,60,0,25,35,39
2106,0,33,37,53,1,37,33,68
1591,1,27,15,45,0,15,28,34
1457,1,31,14,65,0,13,31,17
1239,0,9,23,13,1,23,9,30
1105,0,6,23,3,1,23,6,23
1853,0,17,23,22,1,23,17,51
1440,0,11,26,20,1,26,11,50
1345,1,32,16,43,0,16,32,25
1239,0,19,30,22,1,30,20,60
1197,1,17,9,28,0,9,17,12
1234,1,22,11,20,0,11,22,12
1553,1,27,17,47,0,17,27,23
1922,1,30,20,46,0,20,30,20
1288,0,9,27,14,1,27,9,43
1401,1,30,8,38,0,8,30,3
1771,0,11,23,20,1,23,11,43
1742,1,19,14,36,0,14,19,19
1770,0,13,28,20,1,27,13,32
2030,1,37,22,58,0,22,37,41
1316,0,14,28,19,1,28,14,36
1122,1,21,10,23,0,10,21,14
1514,1,27,13,45,0,13,27,16
1966,1,45,27,77,0,27,45,52
1833,0,34,38,37,1,38,34,45
1927,0,15,42,32,1,42,15,62
1622,1,27,12,46,0,12,27,14
205,1,1,1,1,0,1,1,0
1085,1,19,16,25,0,16,19,16
1627,0,17,30,28,1,30,17,51
1336,0,13,29,17,1,28,13,27
1964,1,41,23,74,0,23,41,44
1879,0,10,26,15,1,26,10,48
1755,1,23,27,42,0,27,24,26
1742,0,22,29,38,1,29,22,51
1764,1,28,13,55,0,13,28,24
1228,1,25,13,34,0,13,26,13
1535,1,26,24,34,0,24,26,24
1946,1,39,30,56,0,30,39,50
1463,1,17,9,36,0,9,17,16
1216,0,14,20,26,1,20,15,31
1465,0,22,28,41,1,28,22,57
1779,0,23,40,38,1,40,23,54
1544,0,21,25,29,1,25,21,26
1923,0,31,38,48,1,38,32,82
2037,1,27,28,47,0,28,27,37
1749,1,32,20,46,0,20,32,30
2508,1,44,40,100,0,40,44,72
2105,0,40,43,77,1,43,40,74
1543,0,17,29,36,1,29,17,40
1748,0,30,40,43,1,40,30,70
1433,1,25,9,32,0,9,25,9
2234,0,22,36,38,1,36,22,77
921,1,15,6,17,0,6,15,14
1223,0,12,30,10,1,30,12,30
1364,0,8,17,15,1,17,8,21
1172,0,11,28,15,1,28,12,27
1250,0,11,25,15,1,25,11,30
992,1,23,7,27,0,7,23,8
2200,0,38,37,69,1,37,38,74
2069,0,33,40,42,1,40,33,74
1359,1,53,21,68,0,21,53,33
1895,1,33,32,46,0,32,33,43
2332,0,32,50,62,1,50,32,60
2001,0,28,32,46,1,32,28,51
1877,0,39,37,56,1,37,40,67
1389,0,14,31,24,1,31,14,36
1620,0,21,31,34,1,31,23,49
1118,0,6,18,10,1,18,6,20
2042,1,35,27,53,0,27,35,32
1779,0,19,27,40,1,27,19,46
1314,0,21,30,21,1,29,21,33
1032,0,9,24,8,1,24,9,28
963,1,26,16,37,0,16,26,16
1730,0,18,34,27,1,34,18,50
1462,0,18,34,32,1,34,18,79
1734,1,34,28,36,0,28,34,54
1417,1,37,13,65,0,13,37,18
1402,0,19,43,29,1,43,19,47
1171,1,30,15,47,0,15,30,15
1894,1,42,45,71,0,45,42,86
1728,1,31,18,50,0,18,31,31
1242,0,12,22,10,1,22,12,17
1362,0,13,24,19,1,24,13,37
1717,0,27,32,48,1,32,27,42
1495,0,12,29,18,1,29,12,41
1658,1,24,23,42,0,23,24,39
2115,0,33,30,54,1,30,33,44
1869,1,29,22,43,0,22,29,35
1290,1,21,13,35,0,13,21,23
1684,0,14,27,18,1,27,14,32
1356,1,26,18,59,0,18,26,24
1151,0,1,7,1,1,7,1,8
1540,0,14,26,21,1,26,14,43
1694,0,30,36,61,1,36,30,90
1231,1,28,6,48,0,6,28,3
1543,1,19,8,27,0,8,19,8
1328,0,16,30,34,1,30,16,48
1713,0,35,52,59,1,52,35,80
1610,0,34,38,56,1,38,34,67
1315,1,18,4,27,0,4,18,5
1459,1,33,18,58,0,18,33,31
924,1,23,3,18,0,3,23,2
1360,0,9,24,12,1,24,9,30
925,1,18,3,21,0,3,18,4
1784,0,26,37,31,1,37,26,62
1556,1,33,11,46,0,11,33,16
1738,0,41,49,52,1,49,41,79
1435,1,20,17,35,0,17,20,34
1264,0,10,29,20,1,29,10,47
1803,1,32,18,86,0,18,32,29
1706,1,32,21,66,0,21,32,38
932,1,18,4,13,0,4,18,5
1656,1,27,15,43,0,15,27,28
1152,0,3,23,8,1,23,3,34
1745,1,40,26,60,0,26,40,37
201,0,1,2,0,1,2,1,1
1172,0,6,25,6,1,25,7,55
1654,0,21,40,34,1,40,21,85
1320,0,11,22,16,1,22,11,30
1359,0,17,25,34,1,25,17,31
1214,0,15,21,20,1,21,15,34
1794,1,33,17,68,0,17,33,25
1660,1,34,17,54,0,17,34,26
1540,0,12,38,18,1,38,12,40
193,1,1,1,1,0,0,1,0
1813,0,14,32,19,1,32,14,40
1393,1,42,20,69,0,19,42,26
1772,1,34,24,52,0,23,35,38
1764,0,17,33,31,1,33,17,63
1392,1,25,13,37,0,13,25,14
2052,0,38,37,71,1,37,38,74
1709,1,25,15,54,0,15,25,34
1775,1,30,20,58,0,20,30,33
2345,0,46,64,75,1,64,46,119
2469,1,43,54,88,0,54,43,121
939,0,11,22,12,1,22,11,23
1570,0,8,22,16,1,22,8,43
2127,0,43,48,49,1,48,43,58
1443,1,27,12,40,0,12,27,20
1629,0,21,40,47,1,40,21,56
1302,1,26,14,30,0,14,26,14
1237,1,28,12,55,0,12,28,12
1381,1,32,15,52,0,15,32,16
1204,0,12,23,22,1,23,12,23
1227,1,35,13,42,0,13,35,18
1867,1,36,34,59,0,34,36,40
1888,1,25,20,35,0,20,25,35
1566,1,44,20,57,0,20,44,22
641,0,4,15,4,1,15,4,18
1672,1,31,20,68,0,20,31,44
911,1,15,3,20,0,3,15,5
1837,1,39,22,54,0,21,39,17
1769,0,13,33,18,1,33,13,56
1929,0,25,39,39,1,39,25,66
1401,1,21,10,24,0,10,21,15
949,1,15,10,19,0,10,15,17
1307,1,16,3,22,0,3,16,3
1424,0,13,34,19,1,34,13,38
1370,0,11,19,9,1,19,11,28
1305,1,29,15,23,0,15,29,18
1639,0,14,18,14,1,18,14,25
1242,0,13,30,23,1,30,13,44
1435,1,29,10,33,0,9,29,13
948,0,11,21,18,1,21,11,38
1832,0,21,31,37,1,31,21,51
1555,1,27,11,56,0,11,27,16
1429,0,14,35,22,1,34,14,67
1856,0,11,27,11,1,27,11,36
1200,1,17,4,22,0,4,17,7
1451,0,6,22,12,1,22,6,48
1712,0,19,25,35,1,25,19,63
1704,0,27,37,44,1,37,27,41
1327,1,28,13,57,0,12,28,20
1991,1,42,27,70,0,27,42,40
1081,1,26,10,41,0,10,26,21
2238,0,23,39,41,1,39,23,50
1683,1,33,20,39,0,20,34,22
1802,1,23,13,35,0,13,24,10
1392,1,22,11,35,0,11,22,17
1273,0,10,30,12,1,30,10,37
1247,1,26,10,35,0,10,27,6
1804,0,16,31,24,1,31,16,54
1393,1,32,12,51,0,12,32,13
1370,1,21,8,24,0,8,21,11
1671,0,20,27,34,1,27,20,49
1342,0,10,33,7,1,33,10,40
1955,0,35,41,62,1,41,35,84
1212,1,29,18,38,0,18,29,12
1502,1,35,12,60,0,12,35,13
1958,1,22,16,27,0,16,22,25
1507,0,15,30,20,1,30,15,25
1278,0,8,25,10,1,25,8,39
1614,1,27,21,69,0,21,27,23
1645,1,23,13,20,0,13,23,10
1317,0,18,30,23,1,30,18,62
2089,0,36,37,57,1,37,36,61
1482,1,33,9,45,0,9,33,16
1276,0,11,20,10,1,20,11,27
945,0,6,25,4,1,24,6,24
1903,1,31,25,57,0,25,32,48
1445,0,10,23,7,1,23,10,33
1096,1,22,1,25,0,1,22,1
1286,0,18,34,22,1,34,18,56
1806,1,39,20,61,0,20,40,20
1024,0,8,26,8,1,26,8,29
1257,1,23,10,31,0,10,23,15
1662,1,31,15,37,0,15,32,19
1421,1,23,4,43,0,4,23,7
1350,0,12,27,12,1,27,12,39
1321,1,21,9,33,0,8,21,8
1225,0,10,19,12,1,19,10,31
1699,1,47,42,46,0,40,47,62
1876,0,35,42,56,1,42,35,68
1975,0,27,38,51,1,38,27,60
2275,0,26,47,48,1,47,26,68
1483,0,9,23,17,1,23,10,33
1598,1,38,22,47,0,22,38,36
1537,0,23,43,35,1,43,23,74
1351,1,31,14,40,0,14,31,13
1247,0,13,17,15,1,17,13,21
1417,0,13,25,17,1,25,13,40
1458,1,31,20,29,0,20,31,24
1839,0,13,26,14,1,26,13,40
1608,1,26,14,46,0,14,26,16
1303,0,15,22,20,1,22,15,43
986,1,16,4,16,0,4,16,7
1714,0,16,35,17,1,35,16,55
1839,1,28,18,47,0,18,28,41
1212,1,20,10,36,0,10,20,15
1985,0,38,32,76,1,32,38,60
1595,1,28,15,55,0,15,28,21
1667,1,34,22,48,0,22,34,34
1325,0,10,23,15,1,23,11,37
2193,0,20,29,29,1,27,20,53
1701,1,27,25,44,0,25,27,31
1949,1,41,24,71,0,24,41,44
1761,1,41,20,63,0,20,41,35
1741,0,17,44,23,1,43,17,69
1650,0,16,42,29,1,42,16,53
2038,1,32,26,60,0,25,32,40
1270,0,15,22,18,1,22,15,31
1768,0,26,39,36,1,39,26,60
1530,1,31,17,69,0,17,31,29
1669,1,35,23,66,0,23,35,43
1372,0,10,25,16,1,24,10,24
1724,1,41,24,65,0,24,41,37
1363,1,33,18,34,0,18,33,27
1739,0,27,30,51,1,30,27,65
1739,1,33,16,62,0,16,33,28
1364,0,10,28,15,1,28,10,29
1869,0,31,38,39,1,38,31,73
1919,0,17,32,31,1,32,17,63
1788,1,39,23,63,0,23,39,37
1889,1,44,32,84,0,32,44,42
1509,1,29,14,41,0,14,29,23
1878,1,30,17,58,0,17,30,38
1116,0,6,29,6,1,29,6,37
1110,0,11,13,9,1,13,11,16
2611,0,29,33,73,1,33,29,65
1272,0,20,33,19,1,33,20,52
1167,1,14,7,18,0,7,14,11
724,1,14,3,13,0,3,14,2
2191,0,32,43,54,1,43,32,59
2513,1,52,44,84,0,43,53,62
1702,0,24,38,41,1,38,24,64
616,1,8,4,15,0,4,8,4
1685,0,11,25,13,1,25,11,57
1225,0,16,26,20,1,26,16,25
1274,1,26,10,34,0,10,27,16
953,0,10,22,11,1,22,10,31
1196,0,6,18,10,1,18,6,31
914,0,2,18,4,1,18,2,31
1695,0,27,38,42,1,38,27,61
1521,1,32,14,46,0,14,32,24
1515,0,4,26,5,1,26,4,44
1912,0,25,34,29,1,30,25,51
1528,1,26,19,49,0,19,26,30
2001,0,39,38,57,1,38,39,72
2657,0,32,33,71,1,33,32,35
969,0,9,15,8,1,15,9,14
1569,0,18,36,31,1,36,18,63
1650,1,30,19,51,0,19,30,22
1260,0,14,24,18,1,24,14,28
1584,1,25,12,31,0,12,26,15
1597,1,29,27,49,0,27,29,48
2557,0,27,41,46,1,41,27,59
1378,1,25,10,31,0,10,25,21
1687,0,12,40,23,1,40,12,53
1435,1,36,15,23,0,15,36,19
1861,0,23,42,30,1,42,23,45
1748,1,39,26,67,0,26,40,40
1337,0,16,23,26,1,23,16,31
2526,0,32,36,72,1,36,32,58
1358,0,18,34,18,1,34,18,54
1230,1,22,9,29,0,9,22,13
1166,0,6,24,4,1,24,6,30
1260,0,8,32,9,1,32,8,32
1971,1,28,13,44,0,13,28,14
1488,1,34,15,47,0,15,34,20
1871,0,25,28,47,1,27,25,48
1371,1,35,10,50,0,10,35,18
2649,1,46,46,79,0,45,46,84
1387,0,20,34,21,1,33,21,56
1164,0,12,31,14,1,31,12,51
1828,1,27,26,46,0,26,27,37
1785,1,46,31,71,0,31,46,63
1566,0,18,33,26,1,33,18,34
1428,1,19,7,26,0,7,19,14
2114,0,21,26,61,1,26,21,53
1658,0,23,34,35,1,34,23,40
1228,0,14,25,23,1,25,14,33
1401,0,19,27,21,1,27,20,48
931,0,5,16,8,1,16,5,17
1475,1,37,13,52,0,12,37,7
2277,0,24,31,33,1,31,25,73
1347,1,36,16,61,0,16,36,27
2169,0,28,35,54,1,35,28,52
1676,1,27,27,58,0,27,27,49
2048,0,27,35,44,1,35,27,66
1744,0,28,37,38,1,37,28,75
913,0,3,22,2,1,22,3,21
1416,0,10,37,16,1,37,10,56
1860,0,28,29,52,1,29,28,49
2129,0,29,43,41,1,43,29,73
1420,1,23,16,46,0,16,24,22
2100,1,25,18,43,0,18,25,43
1739,0,22,27,46,1,27,22,49
1449,1,29,11,34,0,11,29,18
2045,1,32,16,57,0,16,32,28
2341,0,25,29,45,1,29,25,57
1494,1,32,18,49,0,18,32,19
1418,0,15,28,16,1,28,15,38
1887,1,31,28,32,0,28,31,37
1700,1,35,10,66,0,10,35,8
1503,0,19,27,30,1,27,19,35
1214,0,19,16,21,1,16,19,18
1777,1,35,27,34,0,27,35,29
1440,0,23,34,36,1,34,24,54
1811,0,31,49,33,1,48,31,53
1746,1,39,20,82,0,20,39,35
913,0,7,18,10,1,18,7,23
1470,0,13,25,17,1,25,13,30
2050,1,31,45,45,0,45,31,88
1681,0,21,31,17,1,31,21,59
1715,1,40,28,42,0,28,40,45
2129,1,40,32,50,0,32,40,25
877,1,18,1,19,0,1,18,0
1578,0,14,24,17,1,24,14,59
1873,0,44,42,72,1,42,44,83
1387,1,24,15,36,0,15,24,35
1538,1,37,26,63,0,26,37,42
1652,0,28,39,37,1,39,28,68
941,1,17,5,26,0,5,18,4
1606,0,18,25,28,1,25,18,50
1609,0,28,29,29,1,29,28,51
1147,0,6,16,9,1,16,6,21
1476,0,13,36,18,1,36,14,58
1837,1,31,25,49,0,25,31,31
1465,1,36,24,50,0,24,36,21
1369,1,33,18,55,0,17,33,22
1627,0,28,22,43,1,21,28,29
1915,1,34,19,69,0,19,34,31
202,0,0,1,0,1,1,0,1
1300,1,40,20,32,0,19,40,28
1597,1,34,25,70,0,25,34,31
1714,1,26,17,57,0,17,26,32
1431,0,20,32,26,1,32,20,51
920,1,25,3,33,0,3,25,3
1799,1,27,19,48,0,19,27,39
1497,1,18,20,23,0,20,18,27
1011,1,15,13,20,0,13,15,15
1475,1,29,20,40,0,20,29,33
1316,0,9,30,17,1,29,9,55
1490,1,34,24,61,0,24,34,40
1291,1,33,11,39,0,11,34,10
1828,0,20,41,35,1,41,20,83
2001,1,32,15,67,0,15,32,30
1531,0,14,25,23,1,25,14,41
2224,1,33,19,85,0,19,33,42
1740,0,20,36,39,1,36,20,58
958,1,18,4,19,0,4,18,2
1917,1,52,26,101,0,26,52,47
1218,1,30,14,33,0,14,31,17
1665,1,36,19,84,0,19,36,32
1850,1,26,21,41,0,21,26,23
1969,0,21,33,39,1,33,21,77
1732,1,36,22,52,0,22,36,40
1596,1,41,23,59,0,23,41,40
1503,1,24,14,28,0,14,25,25
1872,0,15,41,26,1,41,15,66
1583,1,54,24,76,0,24,54,37
1452,0,16,17,16,1,17,16,17
1472,0,20,32,22,1,32,20,45
1580,1,31,26,59,0,26,31,21
1628,1,34,20,66,0,20,34,32
1528,1,33,13,49,0,13,33,21
2032,1,29,24,62,0,24,29,52
1355,0,15,29,23,1,29,15,44
1642,1,30,20,41,0,20,30,38
1717,0,24,39,43,1,39,24,51
1501,0,21,39,32,1,39,21,62
1724,0,16,33,31,1,33,16,53
1971,1,32,22,43,0,22,32,43
1121,1,27,3,36,0,3,27,4
1828,0,21,48,32,1,48,21,87
1869,1,30,24,54,0,24,30,27
1920,1,52,36,91,0,36,52,59
1147,1,37,12,49,0,12,38,19
1867,0,43,56,71,1,56,45,78
2423,0,34,36,71,1,36,34,58
1574,0,16,35,18,1,35,16,68
1802,1,30,27,44,0,27,30,52
1755,1,38,25,57,0,25,38,37
1409,0,15,32,15,1,32,16,52
1426,1,28,21,40,0,21,28,27
915,1,22,7,29,0,5,22,6
1383,1,25,17,36,0,17,25,31
2158,1,18,33,18,0,33,18,59
1671,0,15,36,18,1,36,15,57
916,1,17,5,23,0,5,17,4
1604,0,5,24,5,1,24,5,44
1819,1,45,37,63,0,37,45,64
1259,0,8,21,9,1,21,8,23
2146,1,29,29,60,0,29,29,42
1993,1,34,18,70,0,18,34,24
1230,1,23,12,39,0,12,23,18
1419,1,42,16,61,0,16,42,29
941,0,5,22,9,1,22,5,16
1759,1,35,25,68,0,25,35,37
1334,1,27,17,39,0,17,27,19
1116,0,7,20,9,1,20,7,20
1374,1,27,14,40,0,14,27,17
1303,1,17,11,30,0,11,17,20
1591,1,29,19,38,0,19,29,17
1652,1,33,23,46,0,23,33,24
1119,1,21,7,26,0,7,21,9
1374,0,11,42,19,1,42,11,45
1171,1,25,9,30,0,9,25,13
1327,1,27,15,28,0,15,27,23
1953,1,45,26,63,0,26,45,26
2062,0,19,35,35,1,35,19,68
1388,0,14,34,21,1,34,14,41
1536,0,28,33,44,1,33,28,59
2078,0,33,51,44,1,51,33,80
1257,0,13,50,21,1,50,14,64
960,1,15,9,21,0,9,15,18
616,1,8,4,7,0,4,8,2
1347,1,29,14,42,0,14,29,16
1520,1,22,14,29,0,14,22,19
1471,0,0,16,0,1,16,0,25
1317,1,22,18,27,0,18,22,31
1938,1,38,30,60,0,30,38,57
1533,1,32,18,45,0,18,32,21
1841,0,36,40,52,1,40,36,30
1265,1,29,10,26,0,10,29,16
1709,0,23,38,48,1,38,23,72
1433,0,14,31,21,1,31,14,57
2335,0,35,40,74,1,40,35,66
2332,1,43,41,58,0,41,43,74
1899,0,23,28,38,1,28,24,31
1920,1,30,19,48,0,19,30,24
1214,0,9,26,12,1,26,9,28
986,1,21,3,21,0,3,22,3
1915,0,11,27,15,1,27,11,27
1498,0,16,30,22,1,30,16,35
916,1,14,4,16,0,4,14,5
915,1,27,14,36,0,14,27,10
1746,1,34,19,38,0,19,34,29
1812,1,36,20,52,0,20,36,33
2283,0,20,20,52,1,20,20,38
1675,0,10,30,12,1,30,10,58
1831,0,20,35,34,1,34,21,72
1403,1,32,13,43,0,13,32,22
1591,0,12,18,19,1,18,12,37
1402,1,33,16,64,0,16,33,26
1477,1,29,22,58,0,21,29,48
944,1,16,4,14,0,4,16,2
1692,1,34,33,54,0,33,34,45
1259,1,25,16,38,0,16,25,14
2409,1,27,28,39,0,28,27,52
2054,0,22,26,33,1,26,22,46
926,0,2,16,2,1,16,2,21
1024,1,12,6,14,0,6,12,8
2211,0,30,40,33,1,40,30,79
1727,0,18,34,34,1,34,18,61
2014,1,30,24,54,0,24,30,41
1812,0,18,31,29,1,31,18,54
1473,1,24,18,31,0,18,24,31
1327,0,7,16,9,1,16,7,19
1689,0,19,41,28,1,41,19,63
1993,0,44,43,78,1,43,44,81
1211,0,7,18,4,1,18,7,26
1800,0,30,39,37,1,39,30,59
1627,0,21,27,22,1,27,21,54
951,1,16,3,20,0,3,16,1
1510,0,17,34,32,1,34,17,62
2244,0,40,45,71,1,45,40,71
1644,1,33,20,55,0,20,33,19
1954,0,23,34,49,1,34,23,77
1704,0,22,26,26,1,26,22,47
1827,0,17,31,23,1,31,17,43
1535,0,21,34,26,1,34,21,52
963,0,6,16,5,1,16,6,16
1417,0,18,28,29,1,28,19,52
1772,0,21,39,23,1,39,21,64
2043,0,28,28,45,1,28,28,53
1957,1,27,15,41,0,15,27,29
2059,1,36,23,50,0,23,36,32
1393,1,27,13,39,0,13,27,12
1123,0,5,17,7,1,17,5,33
1663,1,37,17,63,0,17,37,21
1779,0,13,34,18,1,34,14,67
1719,1,21,18,42,0,18,21,28
1781,1,37,20,38,0,20,37,26
1777,1,34,27,52,0,27,34,48
1397,1,22,5,37,0,5,22,5
1800,0,22,35,30,1,35,22,49
1609,0,20,26,35,1,26,20,51
1899,0,29,25,40,1,25,29,41
1899,1,31,23,54,0,23,31,42
1891,1,47,34,81,0,34,47,49
1705,0,28,42,51,1,42,28,87
2185,0,34,47,40,1,47,34,82
1957,0,17,29,25,1,29,17,30
1153,0,7,25,10,1,25,7,31
2039,0,22,35,25,1,35,22,48
1280,1,36,14,68,0,14,36,20
1946,1,29,25,59,0,25,29,40
1355,0,8,22,12,1,22,8,30
1995,1,26,23,51,0,23,26,48
2022,0,42,60,68,1,60,42,80
932,0,2,10,2,1,10,2,10
1386,1,18,11,27,0,11,18,19
1144,1,16,0,12,0,0,16,0
1673,0,21,27,39,1,27,21,45
1388,0,9,29,12,1,29,9,46
198,1,0,0,0,0,0,0,0
1302,1,23,9,33,0,9,23,11
956,0,11,30,10,1,30,11,28
2581,0,34,30,60,1,30,34,51
1628,1,28,19,45,0,19,28,24
1007,1,16,8,21,0,8,16,8
1723,1,34,12,44,0,12,34,15
2225,1,35,23,61,0,23,35,52
1851,0,32,45,49,1,45,32,73
2100,1,52,35,95,0,35,52,47
2055,1,35,32,38,0,32,35,51
2325,1,45,31,68,0,31,45,51
1382,0,17,26,18,1,26,17,28
2408,0,25,38,37,1,38,25,83
1368,0,7,15,11,1,15,7,22
1649,1,27,23,48,0,23,27,50
1241,1,29,9,24,0,9,29,10
1215,0,10,21,15,1,21,10,32
1629,0,20,40,24,1,40,20,63
2047,0,28,42,41,1,42,28,52
1478,0,20,43,13,1,43,20,53
1349,1,42,20,61,0,20,42,29
2824,0,25,29,54,1,29,25,72
1229,0,17,27,33,1,27,17,48
1866,1,18,15,25,0,15,19,22
2086,0,44,44,67,1,44,44,62
2246,0,35,46,68,1,46,35,79
1345,0,17,26,20,1,26,17,26
1225,1,25,9,38,0,9,25,17
1546,0,18,23,37,1,23,18,34
2142,0,26,30,45,1,30,26,65
1411,1,35,17,56,0,17,35,25
1925,0,22,36,37,1,35,22,65
1777,1,22,12,30,0,12,22,18
1157,0,10,29,11,1,29,10,35
1397,0,14,35,11,1,35,16,50
1727,1,32,15,50,0,15,32,19
1772,1,28,21,52,0,21,28,27
1348,1,35,20,56,0,20,35,31
1560,0,25,28,30,1,28,25,52
1081,0,3,24,3,1,24,3,43
932,1,22,7,17,0,7,22,4
1888,1,35,22,46,0,22,35,42
1502,0,15,34,26,1,34,15,43
1319,0,12,28,18,1,28,12,38
1588,0,24,27,42,1,27,24,41
1975,0,30,47,42,1,47,30,56
193,0,0,0,0,1,0,0,0
1684,0,19,32,22,1,32,19,46
1630,0,18,33,27,1,33,18,65
1985,1,42,33,64,0,33,42,56
924,1,12,8,11,0,8,12,3
1142,1,33,16,44,0,16,33,12
1609,0,12,22,14,1,22,12,39
1710,1,30,18,43,0,18,30,30
1488,1,37,16,71,0,16,37,15
1362,0,16,31,19,1,31,17,32
1684,0,21,43,29,1,43,21,54
2341,1,69,54,112,0,54,69,101
1446,1,27,19,32,0,19,27,27
1320,1,30,9,55,0,9,30,15
1789,1,21,16,43,0,16,21,19
1828,0,27,38,38,1,38,27,58
1549,0,21,33,37,1,33,21,40
1729,1,27,23,44,0,23,27,43
1355,0,11,28,12,1,28,11,40
2172,0,26,39,52,1,39,26,58
1656,1,26,13,33,0,13,26,10
1586,0,17,32,28,1,32,17,47
1550,0,18,22,31,1,22,18,41
1550,1,29,11,45,0,11,29,16
1222,1,24,12,38,0,12,24,21
1621,1,35,21,75,0,21,35,41
1890,1,25,21,57,0,21,25,27
2174,1,46,21,67,0,21,46,21
1839,0,16,33,19,1,33,16,47
1734,1,39,15,54,0,15,39,14
1681,1,27,30,45,0,30,27,51
1406,1,33,20,43,0,20,33,20
1574,0,25,35,25,1,35,25,46
1791,0,28,36,36,1,36,28,54
1676,0,19,31,34,1,31,19,30
915,1,20,4,21,0,4,20,5
1847,1,34,19,53,0,19,34,18
1876,0,31,30,46,1,30,31,53
1501,0,18,31,29,1,31,18,62
1190,0,7,28,12,1,27,7,44
1663,1,31,22,58,0,22,31,41
1326,0,10,25,13,1,25,10,43
1207,1,31,9,34,0,9,31,17
1561,1,20,28,50,0,28,20,67
1462,0,22,41,24,1,41,22,38
1650,1,29,27,45,0,27,29,31
2067,1,36,29,70,0,29,36,59
1744,1,33,20,41,0,20,33,25
1212,0,9,25,13,1,25,9,32
1309,0,11,30,11,1,30,11,27
2283,1,50,35,66,0,35,51,67
1807,1,26,26,51,0,26,26,43
1559,0,23,31,39,1,31,23,20
1755,1,31,17,43,0,17,31,25
1783,0,28,38,43,1,38,28,33
1891,1,37,16,67,0,16,37,21
1565,1,36,13,49,0,13,36,11
1647,0,22,32,23,1,32,23,45
940,0,10,24,16,1,24,11,38
1570,1,40,26,51,0,25,40,25
2126,0,28,42,53,1,42,28,73
2017,1,46,44,104,0,43,46,80
1772,1,31,28,55,0,28,31,49
1721,0,16,23,21,1,23,16,31
1579,0,15,23,22,1,23,15,35
1739,0,25,42,35,1,42,25,68
1402,1,38,19,67,0,18,38,28
1840,1,32,21,47,0,21,33,37
1755,0,34,32,65,1,32,34,51
1625,0,18,38,25,1,38,18,59
970,1,21,8,23,0,8,21,10
1789,0,20,29,34,1,29,20,55
1781,0,29,37,53,1,37,29,66
2435,0,33,39,57,1,39,34,70
1798,1,30,20,57,0,20,30,34
1766,0,21,30,23,1,30,21,64
1432,0,14,20,15,1,20,14,27
1354,1,37,13,37,0,13,37,15
1872,1,34,27,44,0,27,34,47
1466,0,20,26,30,1,26,20,40
1902,0,29,33,58,1,33,29,56
1788,0,34,39,44,1,39,34,47
1052,0,11,27,15,1,27,11,25
2081,1,44,43,88,0,43,44,57
2188,0,32,30,68,1,30,32,75
1926,1,34,27,25,0,27,34,38
1056,0,5,20,8,1,20,6,27
1903,1,32,21,56,0,21,32,31
992,0,9,19,8,1,19,9,26
1585,1,31,23,39,0,23,31,41
1356,0,9,23,9,1,23,9,19
1653,0,12,40,16,1,40,12,47
2188,1,44,45,95,0,45,44,82
1476,1,22,19,31,0,19,22,18
1408,0,8,30,8,1,30,8,32
2048,1,45,35,64,0,35,45,45
2357,1,33,32,77,0,32,33,64
1435,1,26,15,25,0,15,26,27
1643,0,20,31,40,1,31,20,36
1803,1,25,26,37,0,26,25,61
