duration_time,team_1_result,team_1_kills,team_1_deaths,team_1_assits,team_2_result,team_2_kills,team_2_deaths,team_2_assits
1241,1,28,10,35,0,10,28,9
1441,0,18,31,18,1,31,18,47
1381,0,16,37,20,1,37,16,45
1638,0,18,44,29,1,44,18,64
1234,0,12,22,20,1,21,12,15
1125,1,23,9,28,0,9,23,15
992,0,5,17,4,1,17,5,18
1391,1,29,7,36,0,7,29,10
1715,0,16,22,24,1,22,16,25
1491,0,6,23,3,1,23,6,23
1924,0,26,25,52,1,25,26,29
1927,0,23,37,35,1,37,23,58
1737,1,36,19,64,0,19,36,19
1571,0,8,28,9,1,28,8,35
974,0,4,22,6,1,22,4,19
1899,0,16,25,27,1,25,16,46
1988,0,21,35,47,1,35,21,74
1594,0,17,30,27,1,30,18,42
1359,0,10,16,13,1,16,10,39
1121,1,15,4,17,0,4,15,4
1552,1,18,6,28,0,6,18,9
1593,1,21,14,25,0,14,21,21
1577,0,13,33,16,1,33,13,55
1578,1,18,26,37,0,26,18,55
198,1,2,0,1,0,0,2,0
1509,1,20,13,22,0,13,20,12
1633,0,16,25,21,1,25,16,38
1808,0,25,17,44,1,17,25,26
1868,0,30,39,49,1,39,30,57
1696,0,25,36,36,1,36,25,65
1942,1,41,26,42,0,26,41,28
1298,0,24,26,41,1,26,24,56
1634,1,23,9,29,0,9,23,12
1738,1,37,34,56,0,34,37,51
1746,1,39,17,64,0,17,39,23
1029,0,7,23,6,1,23,7,25
1509,0,23,24,33,1,24,23,32
1404,1,21,7,24,0,7,21,9
2044,1,46,41,79,0,41,46,62
1811,0,15,25,20,1,25,15,42
3056,1,42,46,92,0,46,42,105
919,1,22,2,23,0,2,22,3
1775,0,20,43,33,1,43,20,72
1570,0,21,37,30,1,37,21,65
2168,1,54,47,85,0,47,54,86
1442,1,40,22,56,0,22,40,29
1565,1,38,26,66,0,26,38,37
937,1,21,5,28,0,5,21,5
1764,0,28,43,42,1,43,28,48
1692,1,33,17,61,0,17,33,19
1462,1,37,14,58,0,14,37,8
1305,1,21,7,27,0,7,21,5
1801,0,29,38,48,1,38,29,76
1879,1,43,25,68,0,25,43,41
2020,1,28,20,70,0,20,28,36
1808,0,30,29,55,1,29,30,43
913,1,23,9,22,0,9,23,7
1855,0,22,35,33,1,35,22,43
1659,1,29,14,62,0,14,29,20
915,0,5,12,4,1,12,5,11
1740,0,18,31,20,1,31,18,47
1720,0,27,40,40,1,40,27,69
1220,1,27,21,32,0,20,27,25
1312,1,39,18,58,0,17,39,25
1371,0,11,26,16,1,26,11,26
1952,0,36,31,52,1,31,36,56
1560,0,18,44,28,1,44,18,58
1955,1,47,34,67,0,34,47,49
1569,1,25,12,48,0,12,25,13
1136,1,21,8,17,0,8,21,7
1509,0,19,40,25,1,40,19,70
1333,1,26,18,34,0,18,26,22
1876,1,35,26,56,0,26,35,41
2338,1,29,30,40,0,30,29,64
1511,1,39,21,59,0,20,39,23
1480,1,50,11,51,0,11,50,11
1653,1,29,21,58,0,21,29,35
1331,1,21,12,36,0,12,21,12
1342,0,14,24,29,1,24,14,27
2221,1,39,23,85,0,23,39,40
2157,1,28,28,59,0,28,28,51
1172,1,15,7,18,0,7,15,8
2070,0,31,34,53,1,34,31,52
1834,0,19,34,39,1,34,19,44
1425,0,8,24,8,1,24,8,45
1949,1,35,30,59,0,30,35,38
1774,1,30,16,56,0,16,30,18
1290,1,34,18,57,0,18,34,35
1589,0,14,32,18,1,32,14,44
1598,1,34,17,65,0,17,34,33
1596,0,20,30,34,1,30,20,58
1233,0,9,26,10,1,26,9,25
1974,0,37,42,51,1,42,37,47
1375,1,25,7,33,0,7,25,13
2323,1,33,30,68,0,30,33,66
1280,0,15,28,30,1,28,15,31
1002,1,18,11,19,0,11,18,16
1504,0,13,34,14,1,34,13,57
1537,0,17,28,25,1,28,17,36
1695,0,31,37,61,1,37,31,60
1706,1,32,18,45,0,18,32,22
1833,1,37,36,70,0,36,37,43
1858,1,39,29,73,0,29,39,46
1615,1,22,9,41,0,9,22,9
1074,1,25,9,21,0,8,25,8
1366,1,31,17,41,0,17,31,26
1837,0,26,29,36,1,29,26,40
1919,0,28,38,44,1,38,28,90
1507,1,34,30,54,0,30,34,46
1488,0,21,48,21,1,48,21,37
1833,1,52,35,60,0,34,53,35
1449,0,24,37,24,1,37,24,42
1587,0,17,25,25,1,25,17,45
1386,0,12,25,12,1,25,12,33
200,0,1,0,1,1,0,1,0
1075,1,23,11,23,0,11,23,11
946,0,11,26,11,1,25,11,23
2022,0,21,24,50,1,24,21,50
1762,1,34,34,76,0,33,35,59
1185,0,9,34,2,1,34,9,29
1832,0,29,33,45,1,33,30,66
1923,0,26,31,68,1,31,26,66
1836,1,32,21,59,0,21,32,37
1812,1,36,18,51,0,18,36,30
1989,1,43,37,63,0,37,43,48
1766,0,32,33,53,1,33,32,54
1917,1,42,37,57,0,37,42,53
1306,1,26,8,34,0,8,26,19
2037,1,25,18,57,0,18,25,29
911,0,3,22,3,1,22,3,21
1571,0,34,39,34,1,39,34,59
1859,0,36,49,54,1,49,37,61
946,0,9,30,9,1,30,9,45
1595,0,17,28,24,1,28,17,51
1879,0,37,51,59,1,51,37,35
1584,1,29,19,41,0,19,29,27
1412,1,34,18,54,0,18,34,32
2020,1,47,31,38,0,31,47,45
1304,0,14,21,16,1,21,14,28
2010,0,31,46,53,1,46,31,74
2319,0,34,42,59,1,42,34,65
1452,1,20,20,19,0,20,20,21
1660,1,37,13,55,0,13,37,20
1798,0,18,29,22,1,29,18,64
1791,1,38,24,67,0,24,38,38
1562,0,14,28,14,1,28,14,48
2363,1,42,39,75,0,39,42,64
1637,0,16,32,31,1,32,16,65
923,0,5,10,4,1,10,5,6
2300,0,42,45,74,1,45,42,81
1814,1,33,17,44,0,17,33,23
1359,1,34,14,40,0,14,34,21
1782,1,27,18,46,0,18,27,33
1764,0,15,29,20,1,29,15,58
1995,1,40,27,67,0,27,40,40
911,0,8,23,3,1,23,8,23
1619,0,16,22,35,1,22,16,45
2437,1,49,40,80,0,39,49,64
616,0,2,4,0,1,4,2,7
1405,0,14,19,21,1,19,15,28
1654,1,24,12,32,0,12,24,24
1219,0,6,35,9,1,35,6,32
1345,0,5,24,5,1,24,5,38
1018,0,8,19,7,1,19,8,24
1657,1,27,15,49,0,15,27,25
1383,0,8,22,13,1,22,8,38
1152,1,23,6,46,0,6,24,10
1466,1,35,25,61,0,25,35,33
618,0,6,8,6,1,8,6,8
2121,0,13,30,14,1,30,13,57
1690,1,29,20,49,0,19,29,32
1731,1,34,31,49,0,31,34,63
1743,0,6,26,12,1,26,6,64
1944,0,20,44,29,1,44,20,49
973,0,4,18,6,1,18,4,25
1625,1,28,21,37,0,21,28,46
1801,1,34,20,68,0,20,35,41
1251,0,8,20,10,1,20,8,29
1878,0,17,28,34,1,27,17,50
1668,0,25,31,44,1,31,25,46
1414,1,31,15,47,0,15,31,18
1695,0,25,37,31,1,37,25,63
1627,0,22,39,32,1,39,23,73
1979,0,29,32,42,1,32,29,53
1656,1,28,15,54,0,15,28,16
1858,1,36,33,63,0,33,36,41
1803,0,34,35,46,1,35,34,53
1600,0,22,40,41,1,40,22,63
2265,1,40,39,73,0,39,40,53
1156,1,33,13,42,0,11,33,11
1471,0,15,35,16,1,35,15,44
1869,1,37,29,56,0,29,37,50
1210,0,18,42,24,1,42,18,31
1578,0,22,39,38,1,39,22,71
1572,1,32,17,63,0,17,32,28
1564,1,28,14,32,0,13,28,13
1333,1,31,12,38,0,12,31,23
1226,0,15,37,17,1,37,15,37
1836,0,23,26,35,1,26,23,30
1186,1,34,14,54,0,14,34,15
1870,1,29,18,59,0,18,29,30
1845,1,49,33,70,0,33,49,57
2104,1,46,45,79,0,45,46,77
1092,0,14,25,17,1,25,14,28
1331,0,13,30,22,1,30,13,36
2024,0,27,41,46,1,41,27,90
937,1,22,7,20,0,7,22,8
2129,0,37,40,48,1,40,37,59
1826,1,34,30,88,0,29,34,46
1512,0,12,24,14,1,24,12,34
1548,1,31,20,45,0,20,31,29
1335,1,28,12,46,0,12,28,22
1395,0,11,24,19,1,24,11,43
1630,1,39,16,45,0,16,39,29
1436,0,21,32,38,1,32,21,40
1820,1,32,15,66,0,15,32,33
1922,0,38,39,48,1,39,39,62
1819,1,38,18,62,0,18,38,39
1688,1,37,17,68,0,17,37,36
1481,0,14,26,16,1,26,14,25
1236,0,19,30,23,1,30,19,40
1010,1,23,7,39,0,7,24,7
2254,0,41,40,67,1,40,41,89
2452,0,41,45,55,1,45,41,71
1451,0,15,33,23,1,33,15,56
1676,1,40,25,47,0,25,40,33
1957,0,27,45,43,1,45,27,89
2428,1,45,30,84,0,29,45,48
1588,1,25,8,31,0,8,25,14
2331,1,42,38,97,0,38,42,62
1806,1,43,24,65,0,23,43,33
1504,1,34,9,55,0,9,34,12
1625,0,13,20,21,1,20,13,37
1822,1,31,20,47,0,20,31,34
1488,1,26,14,33,0,14,26,13
1654,1,45,21,69,0,20,45,39
702,0,5,16,4,1,16,5,11
1766,0,19,35,23,1,35,19,65
1181,0,13,18,17,1,18,13,30
1438,0,19,39,24,1,39,19,57
1334,1,35,14,48,0,14,35,15
1211,1,21,15,27,0,15,21,22
1484,1,29,13,61,0,13,29,23
1588,1,34,25,62,0,25,34,44
1558,0,9,36,15,1,36,9,71
1252,1,26,7,23,0,7,26,4
2006,0,25,33,32,1,33,25,53
1745,1,43,23,98,0,23,43,34
894,0,10,13,11,1,13,10,24
1791,1,33,19,51,0,19,33,21
1897,1,38,26,52,0,26,38,28
1134,0,11,35,14,1,35,11,32
1667,1,31,17,38,0,17,31,28
1195,0,14,35,22,1,35,15,61
1882,0,29,38,45,1,38,29,66
795,1,7,7,6,0,7,7,13
1928,1,31,22,45,0,22,31,40
1565,1,43,27,50,0,26,44,32
1475,1,38,22,41,0,22,38,35
2241,0,43,57,56,1,56,43,73
1113,0,3,33,4,1,33,3,40
2264,1,33,22,92,0,22,34,47
1381,0,13,30,16,1,30,13,41
945,0,11,30,15,1,30,11,37
1706,0,25,37,38,1,36,25,66
943,1,19,5,12,0,5,19,5
1868,1,27,16,60,0,16,27,31
1924,1,20,16,45,0,16,21,31
1356,0,15,24,16,1,24,15,20
1925,1,30,14,56,0,14,30,29
1620,0,24,37,55,1,37,24,72
1506,1,33,27,55,0,27,33,62
1518,0,13,31,19,1,31,13,37
967,1,20,8,22,0,8,20,13
1333,0,14,22,11,1,22,14,27
1885,0,28,33,34,1,33,28,68
1215,0,3,19,2,1,19,3,23
2222,0,40,35,56,1,35,41,50
972,1,22,9,23,0,9,22,9
1592,0,26,29,48,1,29,26,53
2247,0,33,27,63,1,27,33,46
1895,0,24,32,35,1,32,24,61
1542,1,57,23,66,0,23,58,37
1465,0,17,35,16,1,35,18,56
1743,0,17,32,15,1,32,17,37
1929,1,31,31,69,0,31,31,78
962,0,8,22,10,1,22,8,15
1114,1,33,13,35,0,13,33,13
1133,0,9,29,16,1,29,9,30
1563,1,27,19,52,0,19,27,22
1719,1,43,31,70,0,31,43,36
2416,0,26,39,67,1,39,26,100
1749,0,28,45,49,1,45,28,67
1282,0,9,19,10,1,19,9,36
1867,1,21,20,34,0,20,21,34
2082,1,55,43,104,0,42,55,56
1665,0,25,35,49,1,34,25,84
2080,1,34,30,57,0,30,34,56
1868,0,22,40,48,1,40,22,96
1629,0,28,39,29,1,39,28,77
1543,1,30,21,48,0,21,30,29
1865,0,34,32,65,1,32,34,50
1427,1,24,9,29,0,9,24,13
1563,0,17,33,20,1,33,17,52
1449,0,10,18,21,1,18,10,25
2328,1,24,30,43,0,30,24,62
2134,1,47,36,68,0,36,47,57
927,0,6,29,3,1,29,6,23
1735,0,28,32,44,1,32,28,52
1644,0,20,29,19,1,29,20,36
1648,0,20,33,32,1,33,20,45
1408,1,32,12,60,0,12,32,26
2386,1,43,22,74,0,22,43,34
1472,1,43,13,59,0,13,43,14
1936,1,29,18,54,0,18,29,19
1295,1,42,14,55,0,14,42,27
1736,1,33,20,46,0,20,33,25
1396,1,25,17,47,0,17,25,36
1433,1,37,10,55,0,10,37,10
1440,1,37,12,72,0,12,37,19
1655,0,11,29,16,1,29,11,45
1451,0,14,23,25,1,23,14,32
1330,0,8,22,18,1,22,8,37
2185,0,36,37,64,1,37,36,69
1527,1,40,20,60,0,20,40,35
2432,1,44,46,74,0,46,44,75
1531,0,25,33,32,1,33,25,51
1421,0,13,22,20,1,22,13,23
1011,1,22,12,33,0,12,22,8
1475,1,29,19,33,0,19,29,25
1434,0,7,16,11,1,16,7,16
1910,0,21,40,37,1,40,21,80
1709,0,24,40,31,1,40,24,67
1647,1,32,11,40,0,11,32,18
960,0,9,25,11,1,25,9,20
1377,0,12,32,20,1,32,12,32
1706,0,23,30,46,1,30,23,56
1778,1,28,24,55,0,24,28,34
2130,0,27,39,42,1,39,27,68
1756,1,44,25,63,0,25,44,34
1860,0,26,40,45,1,40,26,69
1455,1,24,15,28,0,15,24,8
2316,1,23,31,40,0,31,23,59
1173,0,8,32,12,1,32,8,57
1325,0,11,21,14,1,21,11,34
1522,0,12,39,18,1,39,13,64
1439,0,17,24,14,1,24,17,56
1739,1,36,24,75,0,24,37,45
1776,0,27,40,52,1,40,27,84
1740,1,41,24,73,0,24,41,41
1726,0,14,31,19,1,31,14,39
2151,0,42,36,86,1,36,43,79
1494,1,31,21,54,0,21,31,37
1704,0,16,29,22,1,29,16,42
1213,1,32,11,34,0,11,32,7
1658,0,29,32,40,1,32,30,63
2035,1,48,21,95,0,21,48,40
1965,1,34,29,62,0,29,34,44
1426,1,30,8,51,0,8,30,10
1765,0,20,40,31,1,40,20,52
1257,0,13,26,12,1,26,13,40
1787,0,31,39,43,1,39,31,65
1564,1,33,18,48,0,18,33,31
2002,1,36,32,65,0,32,36,44
1330,0,11,31,15,1,31,11,56
951,0,6,21,5,1,21,6,23
1566,1,34,29,48,0,29,34,35
1839,1,57,33,87,0,33,57,41
1802,1,49,31,76,0,31,50,41
1808,0,18,29,35,1,29,18,37
1433,1,31,12,48,0,12,31,17
2183,0,23,38,44,1,38,23,87
1607,0,24,34,44,1,34,24,46
1573,0,23,32,35,1,32,23,50
1645,1,24,15,48,0,15,24,18
1591,0,16,40,27,1,40,16,62
1434,1,25,21,41,0,21,25,25
943,0,5,18,8,1,18,5,22
1940,0,19,22,39,1,22,19,38
1629,0,30,44,33,1,44,31,58
1504,1,29,23,38,0,23,29,43
1087,0,5,16,7,1,16,5,19
2152,1,39,38,63,0,38,39,75
1230,0,5,16,7,1,16,5,23
1228,0,13,39,12,1,39,14,42
1719,0,13,31,24,1,31,13,63
1353,1,23,13,37,0,13,23,21
1378,0,13,34,22,1,34,13,49
1584,1,39,20,48,0,20,39,33
1394,0,18,17,32,1,17,19,20
1331,0,19,31,23,1,31,19,30
1455,0,7,36,10,1,36,7,60
1501,0,15,35,27,1,35,15,48
1349,0,11,32,15,1,32,11,41
2341,0,40,42,54,1,42,40,75
1344,0,8,21,15,1,21,8,35
1808,0,16,26,21,1,26,16,43
1565,0,18,41,30,1,41,18,58
1423,1,26,12,29,0,12,27,17
1569,0,24,37,35,1,37,24,44
1534,1,48,25,62,0,25,48,53
2335,1,29,14,51,0,14,29,19
1772,1,25,21,48,0,21,25,22
1429,0,14,29,21,1,29,14,60
1917,1,32,21,60,0,21,32,36
1687,0,22,35,29,1,35,23,41
1661,1,25,14,60,0,14,25,15
1991,1,40,23,59,0,23,40,44
1713,1,34,14,67,0,14,34,37
1565,0,24,37,36,1,37,25,70
1473,1,34,16,49,0,16,34,26
1986,1,29,25,58,0,25,29,45
1349,0,20,31,27,1,31,20,55
911,0,9,11,8,1,11,9,15
1629,1,25,21,52,0,21,25,29
1850,1,34,25,58,0,25,34,37
1802,0,25,35,51,1,35,25,51
1345,1,24,11,43,0,11,24,3
1504,0,13,34,26,1,34,13,41
1214,1,20,8,39,0,8,20,12
1131,0,7,18,9,1,18,7,24
1413,0,18,30,29,1,30,18,38
1689,0,18,37,23,1,37,18,58
1395,1,25,15,33,0,15,26,25
1326,1,20,4,30,0,4,20,5
2675,0,31,32,58,1,32,31,54
1782,1,27,28,48,0,28,27,32
1601,0,21,43,28,1,43,21,64
1594,1,28,11,61,0,11,28,17
2066,0,29,39,34,1,39,29,65
1444,0,17,29,23,1,29,17,33
1598,1,27,15,39,0,15,27,26
1480,1,23,8,38,0,7,23,11
2181,0,31,41,41,1,41,31,64
1961,0,26,28,59,1,28,26,45
1907,1,47,36,73,0,36,47,67
1547,0,16,26,21,1,26,16,45
1925,1,32,27,60,0,27,32,50
1799,1,28,18,46,0,18,28,34
1373,0,15,38,20,1,38,15,29
1274,1,29,11,48,0,11,29,8
1214,0,6,18,5,1,18,6,27
2457,1,40,23,95,0,23,40,35
919,1,18,5,22,0,5,19,4
1856,1,38,22,45,0,22,38,21
1497,0,27,38,41,1,38,27,63
200,0,0,1,0,1,1,0,1
2337,1,42,32,84,0,32,42,62
1728,0,17,27,24,1,27,17,39
1211,1,35,17,30,0,17,35,22
1652,1,26,17,47,0,17,26,26
1574,1,32,25,58,0,24,32,45
1414,1,27,13,30,0,13,27,24
929,1,18,2,17,0,2,18,1
197,0,1,0,0,1,0,1,0
1651,0,18,37,26,1,37,18,50
1837,1,23,16,43,0,16,23,29
1560,1,25,14,52,0,14,25,27
1971,0,26,37,49,1,37,26,56
1862,0,21,26,26,1,25,21,20
1109,1,22,5,17,0,5,22,3
1600,1,43,15,51,0,15,43,25
931,0,7,28,4,1,28,8,34
2065,0,28,41,46,1,41,28,62
1261,0,6,18,4,1,18,7,23
1271,0,12,21,29,1,21,12,34
1769,1,24,19,42,0,19,25,29
1635,0,17,40,21,1,40,17,58
1203,0,5,30,4,1,30,5,41
1465,0,18,35,23,1,35,18,57
1865,1,41,28,68,0,28,41,36
1619,1,22,7,33,0,7,22,11
1633,1,37,19,54,0,19,37,25
2201,0,36,27,53,1,27,36,20
2211,1,30,27,57,0,27,30,47
1885,0,32,44,49,1,44,32,67
1444,0,11,23,15,1,23,11,32
1591,1,38,25,63,0,25,38,42
1478,0,17,29,28,1,29,17,32
871,0,4,13,4,1,11,4,16
1872,1,33,19,58,0,17,33,30
1749,1,28,21,60,0,21,28,32
1783,1,27,23,28,0,23,27,21
929,1,23,11,20,0,11,23,5
1818,1,33,25,43,0,25,33,28
929,0,3,18,2,1,18,3,11
2053,1,30,24,48,0,24,30,51
1216,0,6,32,7,1,32,6,33
962,0,7,17,11,1,17,7,16
1950,0,27,30,54,1,30,27,46
1565,1,38,15,58,0,15,38,23
1107,0,11,25,10,1,23,11,30
2104,1,42,20,76,0,20,42,45
1238,0,7,24,6,1,24,7,41
1389,1,34,19,53,0,19,34,29
1233,1,23,14,28,0,14,23,7
2284,0,29,45,36,1,45,29,67
965,1,16,7,18,0,7,16,7
1619,1,24,13,30,0,13,24,26
2005,0,31,32,55,1,32,32,49
2388,0,38,31,71,1,31,38,64
1739,0,15,20,23,1,20,15,34
1860,1,27,22,58,0,22,27,28
1215,1,22,9,35,0,9,22,11
1743,0,21,29,42,1,29,21,55
1798,0,24,39,37,1,39,24,65
1558,1,36,14,64,0,14,36,22
1755,1,25,12,63,0,12,25,32
1471,0,11,33,16,1,33,11,61
1693,0,17,30,32,1,30,17,62
1406,1,23,10,35,0,10,23,8
1287,0,14,30,13,1,30,14,54
2011,1,35,16,52,0,16,35,25
2092,0,28,43,46,1,43,28,85
1494,1,32,15,43,0,15,32,31
2072,1,32,18,44,0,18,32,27
1850,1,32,19,57,0,19,32,31
1258,1,21,19,25,0,19,21,23
1470,0,9,21,22,1,21,9,43
1343,0,13,25,26,1,25,13,50
196,1,0,0,0,0,0,0,0
1748,0,24,30,37,1,30,24,49
1410,1,26,10,39,0,10,26,14
1505,0,15,27,25,1,27,15,55
1215,1,31,10,45,0,10,31,15
1840,0,18,31,34,1,31,18,70
1921,0,21,30,42,1,30,21,53
1563,1,29,13,33,0,13,29,21
1326,1,19,4,33,0,4,19,6
2094,0,37,40,67,1,40,37,82
1503,0,17,43,25,1,43,17,75
1530,1,26,15,54,0,15,26,39
1714,0,21,26,41,1,26,21,34
1695,1,35,26,60,0,26,35,45
1494,0,12,37,23,1,37,12,51
723,0,9,17,9,1,17,9,17
2012,1,35,32,82,0,32,35,61
1244,0,4,29,1,1,29,4,37
1631,1,35,24,82,0,24,35,37
1723,1,20,11,43,0,11,20,21
1733,1,33,22,60,0,22,33,26
828,1,12,4,18,0,4,12,3
2061,1,31,30,44,0,29,31,55
1743,1,38,24,64,0,23,38,33
1350,0,13,27,28,1,27,13,45
2057,1,40,37,69,0,37,40,39
1648,1,46,38,71,0,38,46,50
1530,1,31,18,43,0,18,31,21
1441,0,24,31,29,1,31,24,54
1842,1,33,19,50,0,19,33,24
2284,1,39,37,64,0,37,40,58
1544,1,23,11,39,0,11,23,18
1141,1,20,5,23,0,5,20,8
1210,1,19,5,21,0,5,19,6
1186,1,23,9,30,0,9,23,11
1443,1,35,11,89,0,11,35,14
1729,1,37,19,48,0,19,37,33
930,0,10,23,13,1,23,10,27
1762,0,17,41,25,1,40,17,51
1076,0,13,27,19,1,27,13,30
1795,1,42,25,66,0,25,42,33
1149,1,13,4,23,0,4,13,6
1645,1,39,28,71,0,28,39,38
915,1,12,6,18,0,6,13,7
1775,0,16,30,19,1,30,16,54
877,1,9,4,13,0,4,9,5
2037,0,26,38,42,1,38,26,69
2421,0,39,42,59,1,42,39,68
2084,0,37,39,46,1,39,37,88
1415,1,29,12,43,0,12,29,7
1447,0,18,28,25,1,28,18,44
2009,1,34,21,56,0,21,34,27
1681,1,28,15,60,0,15,28,30
2131,1,59,52,108,0,51,59,62
1774,0,25,32,49,1,32,25,62
2062,0,32,47,46,1,47,32,85
2154,1,46,44,78,0,44,46,73
1632,0,27,42,48,1,42,27,57
1884,0,30,43,54,1,43,30,84
1949,1,41,46,71,0,44,41,74
2335,1,43,45,70,0,45,43,89
1533,0,19,35,19,1,35,19,50
1656,1,32,15,60,0,15,32,22
1615,0,12,27,15,1,27,12,36
1628,0,15,27,28,1,27,15,41
1458,1,24,19,37,0,19,24,28
1680,0,16,27,35,1,27,16,58
1780,1,24,16,32,0,16,24,23
1811,0,25,37,35,1,37,25,70
2193,1,54,41,81,0,41,54,50
1653,0,23,40,37,1,40,23,57
1859,1,39,25,95,0,25,39,38
1883,1,42,44,67,0,44,42,67
1149,1,23,21,37,0,21,23,24
1635,1,41,26,61,0,26,41,41
1375,0,9,28,8,1,28,9,37
1562,0,26,37,33,1,36,26,59
1911,1,38,14,72,0,14,38,16
1764,1,25,14,43,0,14,25,23
1549,1,32,24,47,0,24,33,43
1655,1,31,19,48,0,19,31,25
1914,1,35,16,61,0,15,35,30
1503,1,33,15,46,0,15,33,22
1409,0,25,45,36,1,45,25,49
1500,1,39,19,49,0,19,39,32
1323,1,46,16,61,0,16,46,15
1696,1,36,19,74,0,19,36,29
1854,0,23,33,50,1,33,23,84
1682,0,18,40,17,1,40,19,53
1507,0,15,22,34,1,22,15,43
1648,0,12,28,20,1,28,13,62
1438,1,28,7,49,0,7,28,5
1018,1,21,6,17,0,6,21,9
1134,1,20,8,16,0,8,20,10
1728,0,16,22,19,1,22,16,37
1418,0,14,32,21,1,32,14,53
1563,0,18,24,21,1,24,18,38
1605,0,15,28,15,1,28,15,32
1528,1,29,12,44,0,12,29,14
1405,1,27,16,30,0,16,27,17
1792,1,45,20,62,0,20,45,20
1609,0,17,29,27,1,29,17,50
1253,0,5,20,7,1,20,5,29
1683,1,39,29,66,0,29,39,33
1448,1,15,12,14,0,12,15,20
1858,0,38,45,62,1,45,38,79
1567,1,21,23,32,0,23,21,41
1989,1,28,19,30,0,18,28,26
1961,1,31,10,49,0,10,31,23
942,1,27,5,35,0,5,27,3
1749,1,40,20,45,0,20,40,21
2030,0,18,36,41,1,36,18,64
1534,0,13,28,12,1,28,14,32
1836,0,33,44,44,1,44,33,64
1356,0,22,39,27,1,38,22,45
1496,0,20,36,21,1,36,20,54
1701,0,22,44,37,1,44,23,57
1219,0,12,19,12,1,19,12,30
1378,1,33,16,57,0,16,33,22
2073,0,23,21,40,1,21,23,46
1736,1,30,18,55,0,18,30,16
1130,1,31,9,36,0,9,31,6
1849,1,47,20,96,0,20,47,25
1507,0,21,33,22,1,33,21,24
1553,1,23,16,36,0,16,23,19
1214,1,35,13,54,0,13,35,16
1601,1,34,20,45,0,20,34,31
1641,1,28,21,59,0,21,28,29
1536,0,16,33,22,1,33,16,36
2552,1,42,44,65,0,44,43,67
1892,0,24,32,21,1,32,24,50
2171,1,35,15,76,0,15,35,31
1217,0,18,38,19,1,38,18,46
970,0,11,19,16,1,19,11,23
1225,0,15,26,10,1,26,15,23
1290,0,9,24,7,1,24,9,32
2268,0,24,36,57,1,36,24,69
1214,0,10,25,19,1,24,10,34
1496,1,36,24,60,0,24,36,24
1051,1,19,3,15,0,3,20,2
1999,1,25,17,46,0,17,25,37
1492,1,30,15,59,0,15,30,25
1890,1,33,25,64,0,25,33,44
1725,1,24,16,33,0,16,24,31
1738,1,25,16,59,0,16,25,34
1898,1,32,17,65,0,17,32,24
1935,1,35,20,61,0,20,35,36
1925,1,37,21,70,0,21,37,41
1556,1,30,17,44,0,17,30,23
1785,1,35,19,76,0,19,35,24
1746,0,25,44,44,1,44,25,87
1723,1,38,15,58,0,15,38,24
2203,1,45,42,78,0,42,45,68
1994,1,36,19,70,0,19,36,28
1288,1,29,5,39,0,5,29,5
1640,1,21,7,38,0,7,21,9
1574,0,34,37,37,1,37,34,43
2043,1,27,28,51,0,27,27,54
1108,1,24,6,31,0,6,24,8
933,0,8,19,4,1,19,8,27
2140,1,33,15,62,0,15,33,31
1589,0,13,29,25,1,29,13,46
1692,0,20,37,44,1,37,20,67
1771,0,20,27,23,1,27,20,34
970,0,7,23,10,1,23,7,26
1553,0,23,34,39,1,34,23,30
1664,0,15,30,16,1,30,15,60
1658,1,39,31,51,0,31,39,47
922,1,17,4,23,0,4,17,4
1220,0,12,21,13,1,21,12,32
2173,1,45,36,80,0,36,45,63
1439,1,28,8,30,0,7,28,8
1382,0,22,30,24,1,29,23,42
1738,0,19,32,33,1,32,19,79
1658,0,21,23,33,1,23,21,33
937,1,17,3,13,0,3,17,2
1371,1,32,15,46,0,15,32,22
1660,0,12,24,19,1,24,12,40
1177,1,24,8,25,0,8,24,16
1926,1,41,37,63,0,36,41,67
2193,1,33,38,67,0,38,33,74
2605,1,54,35,90,0,35,54,61
1602,0,10,28,19,1,28,10,42
1601,0,24,36,36,1,36,24,49
1356,1,24,15,52,0,15,24,24
920,1,14,2,19,0,2,14,1
1541,1,46,23,70,0,23,46,22
1310,0,15,32,24,1,32,15,60
1291,1,38,13,47,0,12,38,17
2044,1,26,22,50,0,22,26,41
1896,0,39,40,92,1,40,39,83
1510,1,39,24,61,0,24,39,38
1645,0,19,34,27,1,34,20,56
1330,0,16,31,17,1,31,16,33
2054,1,33,24,74,0,24,34,40
1211,1,21,8,36,0,8,21,11
1081,1,26,20,30,0,20,26,18
1319,0,14,26,25,1,26,14,37
1318,0,10,26,12,1,26,10,47
1495,1,44,14,81,0,14,44,15
2396,1,50,43,65,0,43,50,60
1753,0,15,30,23,1,30,15,40
1665,0,18,18,29,1,18,18,20
1822,1,39,28,51,0,28,40,46
1733,1,34,23,70,0,22,34,28
193,0,0,1,0,1,1,0,0
1571,0,26,37,39,1,37,26,70
1807,0,26,34,36,1,34,26,51
1579,1,35,16,58,0,16,35,28
1897,1,44,39,67,0,39,44,53
1380,0,10,15,11,1,15,10,20
974,0,12,21,13,1,21,12,10
1401,0,18,29,17,1,29,18,38
1669,1,38,20,76,0,20,38,32
1863,1,36,14,53,0,14,36,25
1726,0,17,33,22,1,33,17,53
